@id,gn:alternateName{Literal}@ar,gn:alternateName{Literal}@be,gn:alternateName{Literal}@bg,gn:alternateName{Literal}@br,gn:alternateName{Literal}@ca,gn:alternateName{Literal}@cs,gn:alternateName{Literal}@el,gn:alternateName{Literal}@es,gn:alternateName{Literal}@he,gn:alternateName{Literal}@hr,gn:alternateName{Literal}@hu,gn:alternateName{Literal}@hy,gn:alternateName{Literal}@ja,gn:alternateName{Literal}@ka,gn:alternateName{Literal}@ko,gn:alternateName{Literal}@la,gn:alternateName{Literal}@lv,gn:alternateName{Literal}@pl,gn:alternateName{Literal}@pms,gn:alternateName{Literal}@pt,gn:alternateName{Literal}@ru,gn:alternateName{Literal}@sr,gn:alternateName{Literal}@th,gn:alternateName{Literal}@tr,gn:alternateName{Literal}@uk,gn:alternateName{Literal}@uz,gn:alternateName{Literal}@zh,gn:countryCode{Literal},gn:featureClass{URIRef},gn:featureCode{URIRef},gn:locationMap{URIRef},gn:name{Literal},gn:nearbyFeatures{URIRef},gn:officialName{Literal}@de,gn:officialName{Literal}@en,gn:officialName{Literal}@fr,gn:officialName{Literal}@it,gn:parentADM1{URIRef},gn:parentADM2{URIRef},gn:parentADM3{URIRef},gn:parentCountry{URIRef},gn:parentFeature{URIRef},gn:wikipediaArticle{URIRef},rdf:type{URIRef},rdfs:isDefinedBy{URIRef},rdfs:seeAlso{URIRef},wgs84_pos:lat{Literal},wgs84_pos:long{Literal},cc:attributionName{Literal}(https://www.w3.org/2001/XMLSchema#string),cc:attributionURL{URIRef},cc:license{URIRef},dcterms:created{Literal}(https://www.w3.org/2001/XMLSchema#date),dcterms:modified{Literal}(https://www.w3.org/2001/XMLSchema#date),foaf:primaryTopic{URIRef},entity
https://sws.geonames.org/6697950/,قصر بيتي,Палацца Піці,Палацо Пити,Palez Pitti,Palau Pitti,Palác Pitti,Παλάτσο Πίττι,Palacio Pitti,פאלאצו פיטי,Palača Pitti u Firenci,Pitti-palota,Պիտտի,ピッティ宮殿,პიტის სასახლე,피티 궁전,Palatium Pittianum,Piti pils,Pałac Pitti,Palass Pitti,Palácio Pitti,Палаццо Питти,Палацо Пити,วังปิตตี,Pitti Sarayı,Палаццо Пітті,Pitti,彼提宫,IT,https://www.geonames.org/ontology#S,https://www.geonames.org/ontology#S.PAL,https://www.geonames.org/6697950/palazzo-pitti.html,Pitti Palace,https://sws.geonames.org/6697950/nearby.rdf,Palazzo Pitti,Pitti Palace,Palais Pitti,Palazzo Pitti,https://sws.geonames.org/3165361/,https://sws.geonames.org/3176958/,https://sws.geonames.org/6542285/,https://sws.geonames.org/3175395/,https://sws.geonames.org/6542285/,https://en.wikipedia.org/wiki/Palazzo_Pitti,gn:Feature,https://sws.geonames.org/6697950/about.rdf,https://dbpedia.org/resource/Palazzo_Pitti,43.76478,11.25006,,,,,,,https://sws.geonames.org/6697950/
https://sws.geonames.org/6697950/about.rdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foaf:Document,,,,,GeoNames,https://www.geonames.org,https://creativecommons.org/licenses/by/4.0/,2008-11-14,2018-04-05,https://sws.geonames.org/6697950/,https://sws.geonames.org/6697950/about.rdf
