@id,http://id.worldcat.org/fast/29048,prop,http://id.loc.gov/authorities/names/n78095332,http://viaf.org/viaf/96994048,http://babelnet.org/rdf/data/s00008556n?output=xml,http://dbpedia.org/resource/William_Shakespeare
1089,,威廉·莎士比亚（英语：William Shakespeare，1564年4月26日（受洗日）－儒略曆1616年4月23日或公曆1616年5月3日；華人社會常尊稱為莎翁，清末民初鲁迅在《摩羅詩力說》（1908年2月）稱莎翁為「狹斯丕爾」）是英国文学史上最杰出的戏剧家，也是西方文艺史上最杰出的作家之一，全世界最卓越的文学家之一。他流传下来的作品包括38部戏剧、155首十四行诗、两首长叙事诗和其他诗歌。他的戏剧有各種主要语言的譯本，且表演次数远远超过其他戏剧家的作品。 莎士比亚在雅芳河畔斯特拉特福出生长大，18岁时与安妮·哈瑟维结婚，两人共生育了三个孩子：苏珊娜、双胞胎哈姆内特和朱迪思。16世纪末到17世纪初的20多年期间莎士比亚在伦敦开始了成功的职业生涯，他不仅是演员、剧作家，还是宫内大臣剧团的合伙人之一，后来改名为国王剧团。1613年左右，莎士比亚退休回到雅芳河畔斯特拉特福，3年后逝世。有关莎士比亚私人生活的记录流传下来很少，关于他的性取向、宗教信仰、以及他的著作是否出自他人之手都依然是谜，有人认为是英国女王伊丽莎白一世（參見：莎士比亞另有其人說）。 1590年到1613年是莎士比亚的创作的黄金时代。他的早期剧本主要是喜剧和历史剧，在16世纪末期达到了深度和艺术性的高峰。接下来到1608年他主要创作悲剧，莎士比亞崇尚高尚情操，常常描写犧牲與復仇，包括《奧賽羅》、《哈姆雷特》、《李尔王》和《麦克白》，被认为属于英语最佳范例。在他人生最后阶段，他开始创作悲喜剧，又称为传奇剧，并与其他剧作家合作。在他有生之年，他的很多作品就以多种版本出版，质素和准确性参差不齐。1623年，他所在剧团两位同事出版了《第一对开本》，除两部作品外，目前已经被认可的莎士比亚作品均收录其中。 莎士比亚在世时被尊为诗人和剧作家，但直到19世纪他的声望才达到今日的高度。并在20世纪盛名传至亚，非，拉丁美洲三大地區，使更多人了解其盛名。浪漫主义时期赞颂莎士比亚的才华，维多利亚时代像英雄一样地尊敬他，被萧伯纳称为莎士比亚崇拜。20世纪，他的作品常常被新学术运动改编并重新发现价值。他的作品直至今日依旧广受欢迎，在全球以不同文化和政治形式演出和诠释。,,,,威廉·莎士比亚（英语：William Shakespeare，1564年4月26日（受洗日）－儒略曆1616年4月23日或公曆1616年5月3日；華人社會常尊稱為莎翁，清末民初鲁迅在《摩羅詩力說》（1908年2月）稱莎翁為「狹斯丕爾」）是英国文学史上最杰出的戏剧家，也是西方文艺史上最杰出的作家之一，全世界最卓越的文学家之一。他流传下来的作品包括38部戏剧、155首十四行诗、两首长叙事诗和其他诗歌。他的戏剧有各種主要语言的譯本，且表演次数远远超过其他戏剧家的作品。 莎士比亚在雅芳河畔斯特拉特福出生长大，18岁时与安妮·哈瑟维结婚，两人共生育了三个孩子：苏珊娜、双胞胎哈姆内特和朱迪思。16世纪末到17世纪初的20多年期间莎士比亚在伦敦开始了成功的职业生涯，他不仅是演员、剧作家，还是宫内大臣剧团的合伙人之一，后来改名为国王剧团。1613年左右，莎士比亚退休回到雅芳河畔斯特拉特福，3年后逝世。有关莎士比亚私人生活的记录流传下来很少，关于他的性取向、宗教信仰、以及他的著作是否出自他人之手都依然是谜，有人认为是英国女王伊丽莎白一世（參見：莎士比亞另有其人說）。 1590年到1613年是莎士比亚的创作的黄金时代。他的早期剧本主要是喜剧和历史剧，在16世纪末期达到了深度和艺术性的高峰。接下来到1608年他主要创作悲剧，莎士比亞崇尚高尚情操，常常描写犧牲與復仇，包括《奧賽羅》、《哈姆雷特》、《李尔王》和《麦克白》，被认为属于英语最佳范例。在他人生最后阶段，他开始创作悲喜剧，又称为传奇剧，并与其他剧作家合作。在他有生之年，他的很多作品就以多种版本出版，质素和准确性参差不齐。1623年，他所在剧团两位同事出版了《第一对开本》，除两部作品外，目前已经被认可的莎士比亚作品均收录其中。 莎士比亚在世时被尊为诗人和剧作家，但直到19世纪他的声望才达到今日的高度。并在20世纪盛名传至亚，非，拉丁美洲三大地區，使更多人了解其盛名。浪漫主义时期赞颂莎士比亚的才华，维多利亚时代像英雄一样地尊敬他，被萧伯纳称为莎士比亚崇拜。20世纪，他的作品常常被新学术运动改编并重新发现价值。他的作品直至今日依旧广受欢迎，在全球以不同文化和政治形式演出和诠释。
1090,,1564-01-01,,,,1564-01-01
1091,,http://dbpedia.org/resource/Botswana,,,,http://dbpedia.org/resource/Botswana
1092,,http://dbpedia.org/resource/England,,,,http://dbpedia.org/resource/England
1093,,http://dbpedia.org/resource/Panama,,,,http://dbpedia.org/resource/Panama
1094,,http://dbpedia.org/resource/Paraguay,,,,http://dbpedia.org/resource/Paraguay
1095,,http://dbpedia.org/resource/Soviet_Union,,,,http://dbpedia.org/resource/Soviet_Union
1096,,http://dbpedia.org/resource/Stratford-upon-Avon,,,,http://dbpedia.org/resource/Stratford-upon-Avon
1097,,http://dbpedia.org/resource/Warwickshire,,,,http://dbpedia.org/resource/Warwickshire
1098,,http://dbpedia.org/resource/Hamnet_Shakespeare,,,,http://dbpedia.org/resource/Hamnet_Shakespeare
1099,,http://dbpedia.org/resource/Judith_Quiney,,,,http://dbpedia.org/resource/Judith_Quiney
1100,,http://dbpedia.org/resource/Susanna_Hall,,,,http://dbpedia.org/resource/Susanna_Hall
1101,,1616-01-01,,,,1616-01-01
1102,,http://dbpedia.org/resource/Hungary,,,,http://dbpedia.org/resource/Hungary
1103,,http://dbpedia.org/resource/United_States,,,,http://dbpedia.org/resource/United_States
1104,,http://dbpedia.org/resource/Actor,,,,http://dbpedia.org/resource/Actor
1105,,http://dbpedia.org/resource/Poet,,,,http://dbpedia.org/resource/Poet
1106,,http://dbpedia.org/resource/William_Shakespeare__1,,,,http://dbpedia.org/resource/William_Shakespeare__1
1107,,"http://dbpedia.org/resource/Church_of_the_Holy_Trinity,_Stratford-upon-Avon",,,,"http://dbpedia.org/resource/Church_of_the_Holy_Trinity,_Stratford-upon-Avon"
1108,,http://dbpedia.org/resource/Anne_Hathaway_(Shakespeare's_wife),,,,http://dbpedia.org/resource/Anne_Hathaway_(Shakespeare's_wife)
1109,,http://en.wikipedia.org/wiki/Special:FilePath/Shakespeare.jpg?width=300,,,,http://en.wikipedia.org/wiki/Special:FilePath/Shakespeare.jpg?width=300
1110,,http://catalog.hathitrust.org/Record/000412614,,,,http://catalog.hathitrust.org/Record/000412614
1111,,http://contentdm.lib.miamioh.edu/cdm/landingpage/collection/wshakespeare,,,,http://contentdm.lib.miamioh.edu/cdm/landingpage/collection/wshakespeare
1112,,http://durer.press.illinois.edu/baldwin/vol.1/html/index.html,,,,http://durer.press.illinois.edu/baldwin/vol.1/html/index.html
1113,,http://internetshakespeare.uvic.ca/,,,,http://internetshakespeare.uvic.ca/
1114,,http://news.bbc.co.uk/2/hi/uk_news/england/coventry_warwickshire/7422986.stm,,,,http://news.bbc.co.uk/2/hi/uk_news/england/coventry_warwickshire/7422986.stm
1115,,http://shakespearestudyguide.com/Shake2/ShakespeareMusic.html,,,,http://shakespearestudyguide.com/Shake2/ShakespeareMusic.html
1116,,http://www.bartleby.com/70/50018.html,,,,http://www.bartleby.com/70/50018.html
1117,,http://www.bl.uk/shakespeare,,,,http://www.bl.uk/shakespeare
1118,,http://www.folgerdigitaltexts.org/,,,,http://www.folgerdigitaltexts.org/
1119,,http://www.gutenberg.org/files/16275/16275-h/16275-h.htm,,,,http://www.gutenberg.org/files/16275/16275-h/16275-h.htm
1120,,http://www.nationalarchives.gov.uk/dol/images/examples/pdfs/shakespeare.pdf,,,,http://www.nationalarchives.gov.uk/dol/images/examples/pdfs/shakespeare.pdf
1121,,http://www.opensourceshakespeare.org/,,,,http://www.opensourceshakespeare.org/
1122,,http://www.poets.org/poetsorg/poet/william-shakespeare,,,,http://www.poets.org/poetsorg/poet/william-shakespeare
1123,,http://www.quartos.org/,,,,http://www.quartos.org/
1124,,http://www.shakespeare.org.uk/home.html,,,,http://www.shakespeare.org.uk/home.html
1125,,http://www.shakespeareswords.com/,,,,http://www.shakespeareswords.com/
1126,,https://archive.org/stream/p1athenaeum1904lond#page/400/mode/2up,,,,https://archive.org/stream/p1athenaeum1904lond#page/400/mode/2up
1127,,https://books.google.com/books?id=7G84AAAAIAAJ&pg=PA78,,,,https://books.google.com/books?id=7G84AAAAIAAJ&pg=PA78
1128,,https://books.google.com/books?id=dG1KAAAAYAAJ&pg=PR9,,,,https://books.google.com/books?id=dG1KAAAAYAAJ&pg=PR9
1129,,https://books.google.com/books?id=eMBwueQHR_UC&pg=PA12,,,,https://books.google.com/books?id=eMBwueQHR_UC&pg=PA12
1130,,https://www.bl.uk/people/william-shakespeare,,,,https://www.bl.uk/people/william-shakespeare
1131,,32897,,,,32897
1132,,745038590,,,,745038590
1133,,http://dbpedia.org/resource/A._C._Bradley,,,,http://dbpedia.org/resource/A._C._Bradley
1134,,http://dbpedia.org/resource/A_Dictionary_of_the_English_Language,,,,http://dbpedia.org/resource/A_Dictionary_of_the_English_Language
1135,,http://dbpedia.org/resource/A_Lover's_Complaint,,,,http://dbpedia.org/resource/A_Lover's_Complaint
1136,,http://dbpedia.org/resource/A_Midsummer_Night's_Dream,,,,http://dbpedia.org/resource/A_Midsummer_Night's_Dream
1137,,http://dbpedia.org/resource/Adonis,,,,http://dbpedia.org/resource/Adonis
1138,,http://dbpedia.org/resource/African-American_studies,,,,http://dbpedia.org/resource/African-American_studies
1139,,http://dbpedia.org/resource/Alderman,,,,http://dbpedia.org/resource/Alderman
1140,,"http://dbpedia.org/resource/Alfred,_Lord_Tennyson",,,,"http://dbpedia.org/resource/Alfred,_Lord_Tennyson"
1141,,http://dbpedia.org/resource/Alfred_W._Pollard,,,,http://dbpedia.org/resource/Alfred_W._Pollard
1142,,http://dbpedia.org/resource/All's_Well_That_Ends_Well,,,,http://dbpedia.org/resource/All's_Well_That_Ends_Well
1143,,http://dbpedia.org/resource/Anglican_Diocese_of_Worcester,,,,http://dbpedia.org/resource/Anglican_Diocese_of_Worcester
1144,,http://dbpedia.org/resource/Antony_and_Cleopatra,,,,http://dbpedia.org/resource/Antony_and_Cleopatra
1145,,http://dbpedia.org/resource/As_You_Like_It,,,,http://dbpedia.org/resource/As_You_Like_It
1146,,http://dbpedia.org/resource/August_Wilhelm_Schlegel,,,,http://dbpedia.org/resource/August_Wilhelm_Schlegel
1147,,http://dbpedia.org/resource/Avant-garde,,,,http://dbpedia.org/resource/Avant-garde
1148,,http://dbpedia.org/resource/BBC,,,,http://dbpedia.org/resource/BBC
1149,,http://dbpedia.org/resource/BBC_News,,,,http://dbpedia.org/resource/BBC_News
1150,,http://dbpedia.org/resource/Bad_quarto,,,,http://dbpedia.org/resource/Bad_quarto
1151,,http://dbpedia.org/resource/Banns_of_marriage,,,,http://dbpedia.org/resource/Banns_of_marriage
1152,,http://dbpedia.org/resource/Baptism,,,,http://dbpedia.org/resource/Baptism
1153,,http://dbpedia.org/resource/Bardolatry,,,,http://dbpedia.org/resource/Bardolatry
1154,,http://dbpedia.org/resource/Bellott_v._Mountjoy,,,,http://dbpedia.org/resource/Bellott_v._Mountjoy
1155,,http://dbpedia.org/resource/Ben_Jonson,,,,http://dbpedia.org/resource/Ben_Jonson
1156,,http://dbpedia.org/resource/Bertolt_Brecht,,,,http://dbpedia.org/resource/Bertolt_Brecht
1157,,http://dbpedia.org/resource/Bishopsgate,,,,http://dbpedia.org/resource/Bishopsgate
1158,,http://dbpedia.org/resource/Black_Death,,,,http://dbpedia.org/resource/Black_Death
1159,,"http://dbpedia.org/resource/Blackfriars,_London",,,,"http://dbpedia.org/resource/Blackfriars,_London"
1160,,http://dbpedia.org/resource/Blackfriars_Theatre,,,,http://dbpedia.org/resource/Blackfriars_Theatre
1161,,http://dbpedia.org/resource/Blank_verse,,,,http://dbpedia.org/resource/Blank_verse
1162,,http://dbpedia.org/resource/Book_size,,,,http://dbpedia.org/resource/Book_size
1163,,http://dbpedia.org/resource/Bubonic_plague,,,,http://dbpedia.org/resource/Bubonic_plague
1164,,http://dbpedia.org/resource/Category:1564_births,,,,http://dbpedia.org/resource/Category:1564_births
1165,,http://dbpedia.org/resource/Category:1616_deaths,,,,http://dbpedia.org/resource/Category:1616_deaths
1166,,http://dbpedia.org/resource/Category:16th-century_English_male_actors,,,,http://dbpedia.org/resource/Category:16th-century_English_male_actors
1167,,http://dbpedia.org/resource/Category:16th-century_English_poets,,,,http://dbpedia.org/resource/Category:16th-century_English_poets
1168,,http://dbpedia.org/resource/Category:16th-century_English_writers,,,,http://dbpedia.org/resource/Category:16th-century_English_writers
1169,,http://dbpedia.org/resource/Category:16th-century_dramatists_and_playwrights,,,,http://dbpedia.org/resource/Category:16th-century_dramatists_and_playwrights
1170,,http://dbpedia.org/resource/Category:17th-century_English_dramatists_and_playwrights,,,,http://dbpedia.org/resource/Category:17th-century_English_dramatists_and_playwrights
1171,,http://dbpedia.org/resource/Category:17th-century_English_male_actors,,,,http://dbpedia.org/resource/Category:17th-century_English_male_actors
1172,,http://dbpedia.org/resource/Category:17th-century_English_poets,,,,http://dbpedia.org/resource/Category:17th-century_English_poets
1173,,http://dbpedia.org/resource/Category:17th-century_English_writers,,,,http://dbpedia.org/resource/Category:17th-century_English_writers
1174,,http://dbpedia.org/resource/Category:Burials_in_Warwickshire,,,,http://dbpedia.org/resource/Category:Burials_in_Warwickshire
1175,,http://dbpedia.org/resource/Category:English_Renaissance_dramatists,,,,http://dbpedia.org/resource/Category:English_Renaissance_dramatists
1176,,http://dbpedia.org/resource/Category:English_dramatists_and_playwrights,,,,http://dbpedia.org/resource/Category:English_dramatists_and_playwrights
1177,,http://dbpedia.org/resource/Category:English_male_dramatists_and_playwrights,,,,http://dbpedia.org/resource/Category:English_male_dramatists_and_playwrights
1178,,http://dbpedia.org/resource/Category:English_male_poets,,,,http://dbpedia.org/resource/Category:English_male_poets
1179,,http://dbpedia.org/resource/Category:English_male_stage_actors,,,,http://dbpedia.org/resource/Category:English_male_stage_actors
1180,,http://dbpedia.org/resource/Category:King's_Men_(playing_company),,,,http://dbpedia.org/resource/Category:King's_Men_(playing_company)
1181,,"http://dbpedia.org/resource/Category:People_educated_at_King_Edward_VI_School,_Stratford-upon-Avon",,,,"http://dbpedia.org/resource/Category:People_educated_at_King_Edward_VI_School,_Stratford-upon-Avon"
1182,,http://dbpedia.org/resource/Category:People_from_Stratford-upon-Avon,,,,http://dbpedia.org/resource/Category:People_from_Stratford-upon-Avon
1183,,http://dbpedia.org/resource/Category:People_of_the_Elizabethan_era,,,,http://dbpedia.org/resource/Category:People_of_the_Elizabethan_era
1184,,http://dbpedia.org/resource/Category:People_of_the_Stuart_period,,,,http://dbpedia.org/resource/Category:People_of_the_Stuart_period
1185,,http://dbpedia.org/resource/Category:Shakespeare_family,,,,http://dbpedia.org/resource/Category:Shakespeare_family
1186,,http://dbpedia.org/resource/Category:Sonneteers,,,,http://dbpedia.org/resource/Category:Sonneteers
1187,,http://dbpedia.org/resource/Category:William_Shakespeare,,,,http://dbpedia.org/resource/Category:William_Shakespeare
1188,,http://dbpedia.org/resource/Chancel,,,,http://dbpedia.org/resource/Chancel
1189,,http://dbpedia.org/resource/Chancellor,,,,http://dbpedia.org/resource/Chancellor
1190,,http://dbpedia.org/resource/Chandos_portrait,,,,http://dbpedia.org/resource/Chandos_portrait
1191,,http://dbpedia.org/resource/Characterisation,,,,http://dbpedia.org/resource/Characterisation
1192,,http://dbpedia.org/resource/Charles_Dickens,,,,http://dbpedia.org/resource/Charles_Dickens
1193,,http://dbpedia.org/resource/Christopher_Marlowe,,,,http://dbpedia.org/resource/Christopher_Marlowe
1194,,http://dbpedia.org/resource/Church_of_England,,,,http://dbpedia.org/resource/Church_of_England
1195,,http://dbpedia.org/resource/Classics,,,,http://dbpedia.org/resource/Classics
1196,,http://dbpedia.org/resource/Consistory_court,,,,http://dbpedia.org/resource/Consistory_court
1197,,http://dbpedia.org/resource/Coriolanus,,,,http://dbpedia.org/resource/Coriolanus
1198,,http://dbpedia.org/resource/Curtain_Theatre,,,,http://dbpedia.org/resource/Curtain_Theatre
1199,,http://dbpedia.org/resource/Cuthbert_Burbage,,,,http://dbpedia.org/resource/Cuthbert_Burbage
1200,,http://dbpedia.org/resource/Cymbeline,,,,http://dbpedia.org/resource/Cymbeline
1201,,http://dbpedia.org/resource/Dogberry,,,,http://dbpedia.org/resource/Dogberry
1202,,http://dbpedia.org/resource/Droeshout_engraving,,,,http://dbpedia.org/resource/Droeshout_engraving
1203,,http://dbpedia.org/resource/Edmond_Malone,,,,http://dbpedia.org/resource/Edmond_Malone
1204,,http://dbpedia.org/resource/Edmund_Spenser,,,,http://dbpedia.org/resource/Edmund_Spenser
1205,,http://dbpedia.org/resource/Edward_Dowden,,,,http://dbpedia.org/resource/Edward_Dowden
1206,,"http://dbpedia.org/resource/Edward_de_Vere,_17th_Earl_of_Oxford",,,,"http://dbpedia.org/resource/Edward_de_Vere,_17th_Earl_of_Oxford"
1207,,http://dbpedia.org/resource/Elizabeth_I_of_England,,,,http://dbpedia.org/resource/Elizabeth_I_of_England
1208,,http://dbpedia.org/resource/Elizabethan_era,,,,http://dbpedia.org/resource/Elizabethan_era
1209,,http://dbpedia.org/resource/End-stopping,,,,http://dbpedia.org/resource/End-stopping
1210,,http://dbpedia.org/resource/English_Renaissance,,,,http://dbpedia.org/resource/English_Renaissance
1211,,http://dbpedia.org/resource/English_Renaissance_theatre,,,,http://dbpedia.org/resource/English_Renaissance_theatre
1212,,http://dbpedia.org/resource/English_language,,,,http://dbpedia.org/resource/English_language
1213,,http://dbpedia.org/resource/Enjambment,,,,http://dbpedia.org/resource/Enjambment
1214,,http://dbpedia.org/resource/Epic_theatre,,,,http://dbpedia.org/resource/Epic_theatre
1215,,http://dbpedia.org/resource/Eucharist,,,,http://dbpedia.org/resource/Eucharist
1216,,http://dbpedia.org/resource/Every_Man_in_His_Humour,,,,http://dbpedia.org/resource/Every_Man_in_His_Humour
1217,,http://dbpedia.org/resource/Falstaff_(opera),,,,http://dbpedia.org/resource/Falstaff_(opera)
1218,,http://dbpedia.org/resource/File:Gilbert_WShakespeares_Plays.jpg,,,,http://dbpedia.org/resource/File:Gilbert_WShakespeares_Plays.jpg
1219,,http://dbpedia.org/resource/File:Globe_theatre_london.jpg,,,,http://dbpedia.org/resource/File:Globe_theatre_london.jpg
1220,,http://dbpedia.org/resource/File:Henry_Fuseli_rendering_of_Hamlet_and_his_father's_Ghost.JPG,,,,http://dbpedia.org/resource/File:Henry_Fuseli_rendering_of_Hamlet_and_his_father's_Ghost.JPG
1221,,http://dbpedia.org/resource/File:Macbeth_consulting_the_Vision_of_the_Armed_Head.jpg,,,,http://dbpedia.org/resource/File:Macbeth_consulting_the_Vision_of_the_Armed_Head.jpg
1222,,http://dbpedia.org/resource/File:Middle_English_that.svg,,,,http://dbpedia.org/resource/File:Middle_English_that.svg
1223,,http://dbpedia.org/resource/File:Middle_English_the.svg,,,,http://dbpedia.org/resource/File:Middle_English_the.svg
1224,,"http://dbpedia.org/resource/File:Oberon,_Titania_and_Puck_with_Fairies_Dancing._William_Blake._c.1786.jpg",,,,"http://dbpedia.org/resource/File:Oberon,_Titania_and_Puck_with_Fairies_Dancing._William_Blake._c.1786.jpg"
1225,,http://dbpedia.org/resource/File:Pity.jpg,,,,http://dbpedia.org/resource/File:Pity.jpg
1226,,http://dbpedia.org/resource/File:Procession_of_Characters_from_Shakespeare's_Plays_-_Google_Art_Project.jpg,,,,http://dbpedia.org/resource/File:Procession_of_Characters_from_Shakespeare's_Plays_-_Google_Art_Project.jpg
1227,,http://dbpedia.org/resource/File:ShakespeareMonument_cropped.jpg,,,,http://dbpedia.org/resource/File:ShakespeareMonument_cropped.jpg
1228,,http://dbpedia.org/resource/File:Shakespeare_coat-of-arms.jpg,,,,http://dbpedia.org/resource/File:Shakespeare_coat-of-arms.jpg
1229,,http://dbpedia.org/resource/File:Shakespeare_grave_-Stratford-upon-Avon_-3June2007.jpg,,,,http://dbpedia.org/resource/File:Shakespeare_grave_-Stratford-upon-Avon_-3June2007.jpg
1230,,http://dbpedia.org/resource/File:Sonnets1609titlepage.jpg,,,,http://dbpedia.org/resource/File:Sonnets1609titlepage.jpg
1231,,http://dbpedia.org/resource/File:Title_page_William_Shakespeare's_First_Folio_1623.jpg,,,,http://dbpedia.org/resource/File:Title_page_William_Shakespeare's_First_Folio_1623.jpg
1232,,http://dbpedia.org/resource/File:William_Shakespeare_Statue_in_Lincoln_Park.JPG,,,,http://dbpedia.org/resource/File:William_Shakespeare_Statue_in_Lincoln_Park.JPG
1233,,"http://dbpedia.org/resource/File:William_Shakespeares_birthplace,_Stratford-upon-Avon_26l2007.jpg",,,,"http://dbpedia.org/resource/File:William_Shakespeares_birthplace,_Stratford-upon-Avon_26l2007.jpg"
1234,,http://dbpedia.org/resource/First_Folio,,,,http://dbpedia.org/resource/First_Folio
1235,,http://dbpedia.org/resource/Foul_papers,,,,http://dbpedia.org/resource/Foul_papers
1236,,http://dbpedia.org/resource/Francis_Bacon,,,,http://dbpedia.org/resource/Francis_Bacon
1237,,http://dbpedia.org/resource/Francis_Meres,,,,http://dbpedia.org/resource/Francis_Meres
1238,,http://dbpedia.org/resource/Frederick_S._Boas,,,,http://dbpedia.org/resource/Frederick_S._Boas
1239,,http://dbpedia.org/resource/Futurism,,,,http://dbpedia.org/resource/Futurism
1240,,http://dbpedia.org/resource/G._Wilson_Knight,,,,http://dbpedia.org/resource/G._Wilson_Knight
1241,,http://dbpedia.org/resource/Gatehouse,,,,http://dbpedia.org/resource/Gatehouse
1242,,http://dbpedia.org/resource/Genre,,,,http://dbpedia.org/resource/Genre
1243,,http://dbpedia.org/resource/Geoffrey_Chaucer,,,,http://dbpedia.org/resource/Geoffrey_Chaucer
1244,,http://dbpedia.org/resource/George_Bernard_Shaw,,,,http://dbpedia.org/resource/George_Bernard_Shaw
1245,,http://dbpedia.org/resource/George_Steiner,,,,http://dbpedia.org/resource/George_Steiner
1246,,http://dbpedia.org/resource/German_Romanticism,,,,http://dbpedia.org/resource/German_Romanticism
1247,,http://dbpedia.org/resource/German_expressionism,,,,http://dbpedia.org/resource/German_expressionism
1248,,http://dbpedia.org/resource/Giuseppe_Verdi,,,,http://dbpedia.org/resource/Giuseppe_Verdi
1249,,http://dbpedia.org/resource/Globe_Theatre,,,,http://dbpedia.org/resource/Globe_Theatre
1250,,http://dbpedia.org/resource/Grammar_school,,,,http://dbpedia.org/resource/Grammar_school
1251,,http://dbpedia.org/resource/Greene's_Groats-Worth_of_Wit,,,,http://dbpedia.org/resource/Greene's_Groats-Worth_of_Wit
1252,,http://dbpedia.org/resource/Hamlet,,,,http://dbpedia.org/resource/Hamlet
1253,,http://dbpedia.org/resource/Henrik_Ibsen,,,,http://dbpedia.org/resource/Henrik_Ibsen
1254,,http://dbpedia.org/resource/Henry_Condell,,,,http://dbpedia.org/resource/Henry_Condell
1255,,http://dbpedia.org/resource/Henry_Evans_(theatre),,,,http://dbpedia.org/resource/Henry_Evans_(theatre)
1256,,http://dbpedia.org/resource/Henry_Fuseli,,,,http://dbpedia.org/resource/Henry_Fuseli
1257,,"http://dbpedia.org/resource/Henry_IV,_Part_1",,,,"http://dbpedia.org/resource/Henry_IV,_Part_1"
1258,,"http://dbpedia.org/resource/Henry_IV,_Part_2",,,,"http://dbpedia.org/resource/Henry_IV,_Part_2"
1259,,"http://dbpedia.org/resource/Henry_VI,_Part_1",,,,"http://dbpedia.org/resource/Henry_VI,_Part_1"
1260,,"http://dbpedia.org/resource/Henry_VI,_Part_3",,,,"http://dbpedia.org/resource/Henry_VI,_Part_3"
1261,,http://dbpedia.org/resource/Henry_VIII_(play),,,,http://dbpedia.org/resource/Henry_VIII_(play)
1262,,http://dbpedia.org/resource/Henry_V_(play),,,,http://dbpedia.org/resource/Henry_V_(play)
1263,,http://dbpedia.org/resource/Henry_Wotton,,,,http://dbpedia.org/resource/Henry_Wotton
1264,,"http://dbpedia.org/resource/Henry_Wriothesley,_3rd_Earl_of_Southampton",,,,"http://dbpedia.org/resource/Henry_Wriothesley,_3rd_Earl_of_Southampton"
1265,,http://dbpedia.org/resource/Herman_Melville,,,,http://dbpedia.org/resource/Herman_Melville
1266,,http://dbpedia.org/resource/Holinshed's_Chronicles,,,,http://dbpedia.org/resource/Holinshed's_Chronicles
1267,,"http://dbpedia.org/resource/Holy_Trinity_Church,_Stratford-upon-Avon",,,,"http://dbpedia.org/resource/Holy_Trinity_Church,_Stratford-upon-Avon"
1268,,http://dbpedia.org/resource/Huguenot,,,,http://dbpedia.org/resource/Huguenot
1269,,http://dbpedia.org/resource/Iago,,,,http://dbpedia.org/resource/Iago
1270,,http://dbpedia.org/resource/Iambic_pentameter,,,,http://dbpedia.org/resource/Iambic_pentameter
1271,,"http://dbpedia.org/resource/Jack_of_all_trades,_master_of_none",,,,"http://dbpedia.org/resource/Jack_of_all_trades,_master_of_none"
1272,,http://dbpedia.org/resource/Jacobean_era,,,,http://dbpedia.org/resource/Jacobean_era
1273,,http://dbpedia.org/resource/James_I_of_England,,,,http://dbpedia.org/resource/James_I_of_England
1274,,http://dbpedia.org/resource/Johann_Wolfgang_von_Goethe,,,,http://dbpedia.org/resource/Johann_Wolfgang_von_Goethe
1275,,http://dbpedia.org/resource/John_Aubrey,,,,http://dbpedia.org/resource/John_Aubrey
1276,,http://dbpedia.org/resource/John_Davies_of_Hereford,,,,http://dbpedia.org/resource/John_Davies_of_Hereford
1277,,http://dbpedia.org/resource/John_Dryden,,,,http://dbpedia.org/resource/John_Dryden
1278,,http://dbpedia.org/resource/John_Fletcher_(playwright),,,,http://dbpedia.org/resource/John_Fletcher_(playwright)
1279,,http://dbpedia.org/resource/John_Gower,,,,http://dbpedia.org/resource/John_Gower
1280,,http://dbpedia.org/resource/John_Hall_(physician),,,,http://dbpedia.org/resource/John_Hall_(physician)
1281,,http://dbpedia.org/resource/John_Heminges,,,,http://dbpedia.org/resource/John_Heminges
1282,,http://dbpedia.org/resource/John_Shakespeare,,,,http://dbpedia.org/resource/John_Shakespeare
1283,,http://dbpedia.org/resource/John_Ward_(vicar),,,,http://dbpedia.org/resource/John_Ward_(vicar)
1284,,http://dbpedia.org/resource/Julius_Caesar_(play),,,,http://dbpedia.org/resource/Julius_Caesar_(play)
1285,,http://dbpedia.org/resource/Jupiter_(mythology),,,,http://dbpedia.org/resource/Jupiter_(mythology)
1286,,http://dbpedia.org/resource/King's_Men_(playing_company),,,,http://dbpedia.org/resource/King's_Men_(playing_company)
1287,,"http://dbpedia.org/resource/King_Edward_VI_School,_Stratford-upon-Avon",,,,"http://dbpedia.org/resource/King_Edward_VI_School,_Stratford-upon-Avon"
1288,,http://dbpedia.org/resource/King_Lear,,,,http://dbpedia.org/resource/King_Lear
1289,,http://dbpedia.org/resource/Lady_Macbeth,,,,http://dbpedia.org/resource/Lady_Macbeth
1290,,http://dbpedia.org/resource/Lancashire,,,,http://dbpedia.org/resource/Lancashire
1291,,http://dbpedia.org/resource/Language,,,,http://dbpedia.org/resource/Language
1292,,http://dbpedia.org/resource/Latin,,,,http://dbpedia.org/resource/Latin
1293,,http://dbpedia.org/resource/Leonard_Digges_(writer),,,,http://dbpedia.org/resource/Leonard_Digges_(writer)
1294,,http://dbpedia.org/resource/List_of_national_poets,,,,http://dbpedia.org/resource/List_of_national_poets
1295,,http://dbpedia.org/resource/Lord_Chamberlain's_Men,,,,http://dbpedia.org/resource/Lord_Chamberlain's_Men
1296,,http://dbpedia.org/resource/Lucretia,,,,http://dbpedia.org/resource/Lucretia
